# curie_map:
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/0d7d9f69-fd6b-462c-887c-9919cf2ce91c
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	match_string
FBbt:00048032	glycinergic neuron	skos:exactMatch	ZFA:0009396	glycinergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	glycinergic neuron
FBbt:00048329	cell body rind of adult inferior bridge	owl:differentFrom	ZFA:0000538	rib	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	rdfs:label	rib
FBbt:00048500	larval antennal-pharyngeal nerve motor neuron	skos:relatedMatch	ZFA:0009327	neutrophil	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	pmn
FBbt:00048500	larval antennal-pharyngeal nerve motor neuron	owl:differentFrom	ZFA:0009049	mature neutrophil	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	pmn
FBbt:00048549	larval intermingled cell	owl:differentFrom	ZFA:0000528	interradialis caudalis	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	ic
FBbt:00049543	small undifferentiated primary neuron	skos:relatedMatch	ZFA:0009066	pioneer neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	pioneer neuron
FBbt:00051393	adult sensory region of subesophageal zone	owl:differentFrom	ZFA:0009288	primordial germ cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	pgc
FBbt:00051963	efferent neuron	skos:narrowMatch	ZFA:0009239	efferent neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	efferent neuron
FBbt:00052149	enteric neuron	skos:exactMatch	ZFA:0005775	enteric neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	enteric neuron
FBbt:00052152	intermediate zone of lymph gland primary lobe	skos:relatedMatch	ZFA:0001341	intervening zone	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	iz
FBbt:00052517	primary interneuron	skos:exactMatch	ZFA:0009245	primary interneuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	primary interneuron
FBbt:00052518	primary motor neuron	skos:broadMatch	ZFA:0009244	primary motor neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	primary motor neuron
FBbt:00057012	female germline cell	skos:narrowMatch	ZFA:0001570	unfertilized egg	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000025
FBbt:00058328	dorsal mouthpart muscle	owl:differentFrom	ZFA:0000391	medial zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dm
FBbt:00058377	mesothoracic lateral longitudinal muscle	owl:differentFrom	ZFA:0000034	lateral line system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasBroadSynonym	oio:hasExactSynonym	ll
FBbt:00058412	metathoracic lateral longitudinal muscle	owl:differentFrom	ZFA:0000034	lateral line system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	ll
FBbt:00058840	adductor muscle	skos:relatedMatch	ZFA:0005268	adductor muscle	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	adductor muscle
FBbt:00058842	depressor muscle	skos:exactMatch	ZFA:0005270	depressor muscle	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	depressor muscle
FBbt:00085378	section of wing margin	skos:narrowMatch	ZFA:0000038	margin	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	margin
FBbt:00100007	lateral core of antennal mechanosensory and motor center	skos:relatedMatch	ZFA:0000166	lateral crista	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	lc
FBbt:00100120	campaniform sensillum anterior crossvein neuron	owl:differentFrom	ZFA:0000423	anterior cardinal vein	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	acv
FBbt:00100120	campaniform sensillum anterior crossvein neuron	owl:differentFrom	ZFA:0005820	ventral caudal adductor	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	acv
FBbt:00100138	larval gnathal ganglion	skos:relatedMatch	ZFA:0000029	hindbrain	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	hindbrain
FBbt:00100291	glutamatergic neuron	skos:exactMatch	ZFA:0009290	glutamatergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	glutamatergic neuron
FBbt:00100291	glutamatergic neuron	skos:exactMatch	ZFA:0009290	glutamatergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000679
FBbt:00100314	duct	skos:exactMatch	ZFA:0005171	duct	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	duct
FBbt:00100318	somatic cell	skos:exactMatch	ZFA:0009386	somatic cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	somatic cell
FBbt:00100505	astrocyte-like glial cell	skos:narrowMatch	ZFA:0009075	astrocyte	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	rdfs:label	astrocyte
FBbt:00100769	larval dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100770	abdominal 1 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100771	abdominal 2 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100772	abdominal 3 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100773	abdominal 4 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100774	abdominal 5 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100775	abdominal 6 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00100776	abdominal 7 dopaminergic AL neuron	owl:differentFrom	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00110173	adult abdominal neuromere	owl:differentFrom	ZFA:0000619	anterior crista	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ac
FBbt:00110300	larval V motor neuron	skos:relatedMatch	ZFA:0000619	anterior crista	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ac
FBbt:00110567	pars lateralis	owl:differentFrom	ZFA:0005107	pectoral lymphatic vessel	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pl
FBbt:00110636	adult cerebral ganglion	skos:broadMatch	ZFA:0000008	brain	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	brain
FBbt:00110652	adult pars lateralis	owl:differentFrom	ZFA:0005107	pectoral lymphatic vessel	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pl
FBbt:00110875	peripheral cell	owl:differentFrom	ZFA:0000320	caudal commissure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	pc
FBbt:00110875	peripheral cell	skos:relatedMatch	ZFA:0000566	posterior crista	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pc
FBbt:00110890	adult midgut region R1	skos:narrowMatch	ZFA:0001031	rhombomere 1	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r1
FBbt:00110893	adult midgut region R2	skos:narrowMatch	ZFA:0000822	rhombomere 2	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r2
FBbt:00110897	adult midgut region R3	owl:differentFrom	ZFA:0000948	rhombomere 3	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r3
FBbt:00110901	adult midgut region R4	skos:narrowMatch	ZFA:0001032	rhombomere 4	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r4
FBbt:00110905	adult midgut region R5	skos:narrowMatch	ZFA:0000823	rhombomere 5	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r5
FBbt:00111202	anatomical line	skos:broadMatch	ZFA:0001689	anatomical line	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000008
FBbt:00111202	anatomical line	skos:broadMatch	ZFA:0001689	anatomical line	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	anatomical line
FBbt:00111203	embryonic/larval superior medial protocerebrum	skos:relatedMatch	ZFA:0000014	dorsal aorta	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	da
FBbt:00111203	embryonic/larval superior medial protocerebrum	skos:narrowMatch	ZFA:0000181	caudal zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	dp
FBbt:00111204	embryonic/larval superior clamp	owl:differentFrom	ZFA:0007006	lip	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	lip
FBbt:00111304	adult sex peptide abdominal ganglion neuron	skos:broadMatch	ZFA:0000588	statoacoustic (VIII) ganglion	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	sag
FBbt:00111739	midline	skos:broadMatch	ZFA:0000092	axis	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasExactSynonym	midline

